Page URL,Viewport Image File Name,Image File Name,Alt Text
https://cleartax.in/,viewport_1.png,GST_1.png,GST
https://cleartax.in/,viewport_2.png,Accounts_Payable_2.png,Accounts Payable
https://cleartax.in/,viewport_3.png,Vendor_Management_3.png,Vendor Management
https://cleartax.in/,viewport_4.png,MaxITC_4.png,MaxITC
https://cleartax.in/,viewport_5.png,E-Invoicing___E-Way_Bill_5.png,E-Invoicing & E-Way Bill
https://cleartax.in/,viewport_6.png,TDS_6.png,TDS
https://cleartax.in/,viewport_7.png,Invoice_Discounting_7.png,Invoice Discounting
https://cleartax.in/,viewport_8.png,Financing_8.png,Financing
https://cleartax.in/,viewport_9.png,Cimplyfive_9.png,Cimplyfive
https://cleartax.in/,viewport_10.png,Clear_Finance_Cloud_10.png,Clear Finance Cloud
https://cleartax.in/,viewport_11.png,Clear_Compliance_Cloud_11.png,Clear Compliance Cloud
https://cleartax.in/,viewport_13.png,ITR_Filing_13.png,ITR Filing
https://cleartax.in/,viewport_14.png,Tax_Consultant_Services_14.png,Tax Consultant Services
https://cleartax.in/,viewport_15.png,Case_Studies_15.png,Case Studies
https://cleartax.in/,viewport_16.png,Opinion_Notes_16.png,Opinion Notes
https://cleartax.in/,viewport_17.png,ClearLearn_17.png,ClearLearn
https://cleartax.in/,viewport_18.png,Product_Guides_18.png,Product Guides
https://cleartax.in/,viewport_19.png,Newsroom_19.png,Newsroom
https://cleartax.in/,viewport_20.png,Blog_20.png,Blog
https://cleartax.in/,viewport_21.png,Webinars_21.png,Webinars
https://cleartax.in/,viewport_22.png,Product_Guides_-_Videos_22.png,Product Guides - Videos
https://cleartax.in/,viewport_23.png,Events_23.png,Events
https://cleartax.in/,viewport_24.png,FAQs_24.png,FAQs
https://cleartax.in/,viewport_25.png,Help_Center__Product_Support__25.png,Help Center (Product Support)
https://cleartax.in/,viewport_27.png,GST_27.png,GST
https://cleartax.in/,viewport_28.png,Accounts_Payable_28.png,Accounts Payable
